31217293	0.02124023	-0.02990723	1.00048828
31217393	0.02062988	-0.03027344	1.00061035
31217493	0.01977539	-0.03027344	1.00048828
31217593	0.01977539	-0.03002930	1.00048828
31217693	0.02026367	-0.02941895	1.00036621
31217793	0.02038574	-0.03002930	0.99987793
31217893	0.02062988	-0.02990723	1.00048828
31217993	0.02087402	-0.02880859	1.00048828
31218093	0.02124023	-0.02990723	1.00061035
31218193	0.02111816	-0.02990723	1.00048828
31218293	0.02087402	-0.03039551	1.00061035
31218393	0.02075195	-0.02990723	1.00036621
31218493	0.02062988	-0.02990723	1.00061035
31218593	0.02160645	-0.02978516	1.00036621
31218693	0.02099609	-0.03100586	0.99975586
31218793	0.02075195	-0.03039551	1.00024414
31218893	0.02075195	-0.03100586	1.00012207
31218993	0.02185059	-0.03063965	0.99987793
31219093	0.02124023	-0.03076172	1.00048828
31219193	0.02038574	-0.03125000	1.00073242
31219293	0.02172852	-0.03125000	1.00085449
31219393	0.02099609	-0.03088379	1.00097656
31219493	0.02001953	-0.03051758	1.00109863
31219593	0.01965332	-0.03100586	1.00036621
31219693	0.01916504	-0.02819824	1.00012207
31219793	0.01977539	-0.02966309	1.00036621
31219893	0.01953125	-0.02966309	1.00036621
31219993	0.01965332	-0.03002930	1.00048828
31220093	0.02087402	-0.02954102	1.00048828
31220193	0.02124023	-0.03051758	1.00048828
31220293	0.02087402	-0.02954102	1.00048828
31220393	0.02148438	-0.03051758	1.00048828
31220493	0.02136230	-0.03027344	1.00048828
31220593	0.02136230	-0.03002930	1.00048828
31220693	0.02075195	-0.03039551	1.00048828
31220793	0.02014160	-0.03063965	1.00048828
31220893	0.02050781	-0.02868652	1.00048828
31220993	0.02148438	-0.03015137	1.00036621
31221093	0.02258301	-0.03051758	1.00024414
31221193	0.02185059	-0.03039551	1.00061035
31221293	0.02111816	-0.03027344	1.00061035
31221393	0.02136230	-0.02954102	1.00048828
31221493	0.02172852	-0.02929688	1.00048828
31221593	0.02111816	-0.02941895	1.00048828
31221693	0.02050781	-0.02917480	1.00048828
31221793	0.01977539	-0.02905273	0.99951172
31221893	0.01977539	-0.02929688	1.00048828
31221993	0.02014160	-0.02856445	1.00048828
31222093	0.02148438	-0.02954102	1.00048828
31222193	0.02001953	-0.02941895	1.00061035
31222293	0.02050781	-0.02880859	1.00048828
31222393	0.02136230	-0.03002930	1.00048828
31222493	0.02050781	-0.02941895	1.00048828
31222593	0.02124023	-0.03002930	1.00048828
31222693	0.02099609	-0.02941895	1.00036621
31222793	0.02233887	-0.02966309	1.00048828
31222893	0.02172852	-0.02954102	1.00061035
31222993	0.02160645	-0.03002930	1.00061035
31223093	0.02160645	-0.02966309	1.00061035
31223193	0.02185059	-0.03039551	1.00036621
