34817593	0.02062988	-0.02990723	1.00085449
34817693	0.02087402	-0.03027344	1.00122070
34817793	0.02124023	-0.03002930	1.00024414
34817893	0.02075195	-0.03039551	1.00036621
34817993	0.02148438	-0.03039551	1.00036621
34818093	0.02111816	-0.02917480	1.00048828
34818193	0.02026367	-0.02990723	1.00061035
34818293	0.02233887	-0.02954102	1.00048828
34818393	0.02111816	-0.03002930	1.00048828
34818493	0.02050781	-0.03015137	1.00012207
34818593	0.01953125	-0.02954102	1.00048828
34818693	0.02014160	-0.03039551	1.00048828
34818793	0.02099609	-0.02893066	1.00000000
34818893	0.02099609	-0.02966309	1.00048828
34818993	0.02014160	-0.03063965	1.00073242
34819093	0.01965332	-0.03002930	1.00061035
34819193	0.02001953	-0.02990723	1.00061035
34819293	0.02050781	-0.03039551	1.00048828
34819393	0.01989746	-0.03015137	1.00061035
34819493	0.02087402	-0.03027344	1.00036621
34819593	0.02148438	-0.03039551	1.00036621
34819693	0.02087402	-0.03161621	1.00048828
34819793	0.02099609	-0.03063965	1.00048828
34819893	0.02282715	-0.03100586	1.00048828
34819993	0.02160645	-0.03063965	1.00061035
34820093	0.02026367	-0.03100586	1.00048828
34820193	0.02075195	-0.03076172	1.00048828
34820293	0.02038574	-0.03015137	1.00061035
34820393	0.02014160	-0.03039551	1.00048828
34820493	0.02087402	-0.02966309	1.00061035
34820593	0.02111816	-0.03039551	1.00061035
34820693	0.01965332	-0.03002930	1.00048828
34820793	0.02050781	-0.03100586	1.00048828
34820893	0.02062988	-0.03002930	1.00061035
34820993	0.02026367	-0.03076172	1.00048828
34821093	0.01953125	-0.03051758	1.00061035
34821193	0.01953125	-0.03002930	1.00000000
34821293	0.02062988	-0.02929688	1.00048828
34821393	0.02038574	-0.02990723	0.99975586
34821493	0.02136230	-0.02990723	1.00024414
34821593	0.02172852	-0.03002930	1.00048828
34821693	0.02124023	-0.03088379	1.00061035
34821793	0.02246094	-0.03076172	1.00048828
34821893	0.02062988	-0.03051758	1.00061035
34821993	0.02075195	-0.02966309	1.00048828
34822093	0.01916504	-0.02990723	1.00048828
34822193	0.02038574	-0.02966309	1.00048828
34822293	0.01928711	-0.03063965	1.00024414
34822393	0.01977539	-0.02941895	1.00048828
34822493	0.02050781	-0.03002930	1.00048828
34822593	0.02038574	-0.03002930	1.00000000
34822693	0.02124023	-0.03039551	1.00048828
34822793	0.02111816	-0.03063965	1.00048828
34822893	0.02160645	-0.03051758	1.00048828
34822993	0.02111816	-0.03051758	1.00061035
34823093	0.02136230	-0.03015137	1.00048828
34823193	0.02136230	-0.03088379	1.00036621
34823293	0.02001953	-0.02978516	1.00024414
34823393	0.02026367	-0.03125000	1.00024414
34823493	0.02172852	-0.03027344	1.00024414
34823593	0.02124023	-0.03051758	0.99963379
34823693	0.02124023	-0.03112793	0.99963379
34823793	0.02111816	-0.03149414	1.00024414
34823893	0.02075195	-0.03198242	0.99987793
34823993	0.02148438	-0.03112793	1.00024414
34824093	0.02111816	-0.03222656	1.00024414
34824193	0.02099609	-0.03076172	0.99963379
34824293	0.02136230	-0.03100586	0.99877930
34824393	0.02136230	-0.03112793	0.99853516
34824493	0.02099609	-0.03149414	1.00073242
34824593	0.02185059	-0.03161621	1.00097656
34824693	0.02197266	-0.03112793	1.00134277
34824793	0.02099609	-0.03112793	1.00024414
34824893	0.02124023	-0.03112793	1.00036621
34824993	0.02111816	-0.03051758	1.00048828
34825093	0.02001953	-0.03015137	0.99987793
34825193	0.02050781	-0.03063965	1.00000000
34825293	0.01953125	-0.03002930	1.00024414
34825393	0.02062988	-0.03063965	0.99987793
34825493	0.02001953	-0.02966309	1.00024414
34825593	0.02026367	-0.02990723	1.00048828
34825693	0.02233887	-0.03039551	1.00024414
34825793	0.02099609	-0.02978516	1.00048828
34825893	0.02075195	-0.02966309	1.00061035
34825993	0.02087402	-0.02941895	1.00048828
34826093	0.02050781	-0.02978516	1.00048828
34826193	0.02087402	-0.02978516	1.00048828
34826293	0.01953125	-0.02966309	0.99951172
34826393	0.02050781	-0.02868652	0.99963379
34826493	0.01965332	-0.02978516	1.00048828
34826593	0.02038574	-0.02929688	1.00048828
