933330	0.00500488	-0.00219727	1.00048828
933430	0.00585938	-0.00268555	1.00048828
933530	0.00524902	-0.00317383	1.00036621
933630	0.00598145	-0.00183105	1.00024414
933730	0.00683594	-0.00183105	1.00036621
933830	0.00622559	-0.00280762	1.00048828
933930	0.00610352	-0.00305176	1.00048828
934030	0.00598145	-0.00329590	1.00048828
934130	0.00512695	-0.00183105	1.00061035
934230	0.00610352	-0.00280762	1.00061035
934330	0.00500488	-0.00268555	1.00048828
934430	0.00573730	-0.00378418	1.00061035
934530	0.00598145	-0.00231934	1.00048828
934630	0.00610352	-0.00231934	1.00048828
934730	0.00585938	-0.00183105	1.00048828
934830	0.00512695	-0.00292969	1.00073242
934930	0.00610352	-0.00305176	1.00048828
935030	0.00561523	-0.00292969	1.00048828
935130	0.00561523	-0.00305176	1.00012207
935230	0.00549316	-0.00244141	1.00048828
935330	0.00573730	-0.00183105	1.00048828
935430	0.00598145	-0.00354004	1.00024414
935530	0.00585938	-0.00231934	1.00048828
935630	0.00622559	-0.00158691	1.00048828
935730	0.00683594	-0.00170898	1.00048828
935830	0.00598145	-0.00219727	1.00048828
935930	0.00659180	-0.00195313	1.00048828
936030	0.00549316	-0.00231934	1.00048828
936130	0.00622559	-0.00305176	1.00061035
936230	0.00585938	-0.00256348	1.00048828
936330	0.00585938	-0.00280762	1.00048828
936430	0.00585938	-0.00219727	1.00061035
936530	0.00634766	-0.00146484	1.00048828
936630	0.00683594	-0.00378418	1.00036621
936730	0.00622559	-0.00280762	1.00048828
936830	0.00488281	-0.00231934	1.00061035
936930	0.00488281	-0.00219727	1.00061035
937030	0.00537109	-0.00219727	1.00061035
937130	0.00500488	-0.00280762	1.00073242
937230	0.00598145	-0.00244141	1.00061035
937330	0.00415039	-0.00256348	1.00048828
937430	0.00524902	-0.00256348	1.00061035
937530	0.00524902	-0.00219727	1.00048828
937630	0.00537109	-0.00244141	1.00061035
937730	0.00488281	-0.00231934	1.00061035
937830	0.00537109	-0.00219727	1.00048828
937930	0.00598145	-0.00195313	1.00061035
938030	0.00695801	-0.00256348	1.00048828
938130	0.00549316	-0.00268555	1.00048828
938230	0.00549316	-0.00292969	1.00061035
938330	0.00512695	-0.00305176	1.00061035
938430	0.00561523	-0.00280762	1.00073242
938530	0.00476074	-0.00219727	1.00048828
938630	0.00524902	-0.00195313	1.00061035
938730	0.00537109	-0.00231934	1.00048828
938830	0.00573730	-0.00158691	1.00048828
938930	0.00439453	-0.00231934	1.00073242
939030	0.00610352	-0.00231934	1.00061035
939130	0.00476074	-0.00280762	1.00073242
939230	0.00524902	-0.00354004	1.00048828
939330	0.00524902	-0.00231934	1.00061035
939430	0.00488281	-0.00317383	1.00061035
939530	0.00537109	-0.00231934	1.00048828
939630	0.00537109	-0.00280762	1.00048828
939730	0.00524902	-0.00183105	1.00061035
939830	0.00622559	-0.00231934	1.00048828
939930	0.00634766	-0.00183105	1.00061035
940030	0.00561523	-0.00305176	1.00048828
940130	0.00573730	-0.00366211	1.00048828
940230	0.00622559	-0.00329590	1.00048828
940330	0.00561523	-0.00292969	1.00036621
940430	0.00683594	-0.00439453	1.00073242
940530	0.00585938	-0.00219727	1.00073242
940630	0.00512695	-0.00292969	1.00073242
940730	0.00610352	-0.00256348	1.00158691
940830	0.00573730	-0.00244141	1.00109863
940930	0.00524902	-0.00305176	1.00073242
941030	0.00549316	-0.00317383	1.00061035
941130	0.00646973	-0.00366211	1.00061035
941230	0.00622559	-0.00354004	1.00048828
941330	0.00549316	-0.00354004	1.00048828
941430	0.00610352	-0.00256348	1.00061035
941530	0.00671387	-0.00244141	1.00061035
941630	0.00646973	-0.00317383	1.00061035
941730	0.00610352	-0.00256348	1.00048828
941830	0.00537109	-0.00292969	1.00061035
941930	0.00598145	-0.00195313	1.00048828
942030	0.00561523	-0.00305176	1.00073242
942130	0.00561523	-0.00280762	1.00061035
942230	0.00537109	-0.00329590	1.00061035
942330	0.00598145	-0.00317383	1.00048828
942430	0.00585938	-0.00402832	1.00061035
942530	0.00585938	-0.00317383	1.00048828
942630	0.00573730	-0.00207520	1.00061035
942730	0.00549316	-0.00292969	1.00048828
942830	0.00622559	-0.00280762	1.00061035
942930	0.00537109	-0.00354004	1.00048828
943030	0.00561523	-0.00231934	1.00097656
943130	0.00659180	-0.00244141	1.00048828
943230	0.00671387	-0.00231934	1.00061035
943330	0.00671387	-0.00219727	1.00061035
943430	0.00585938	-0.00292969	1.00036621
943530	0.00573730	-0.00256348	1.00048828
943630	0.00512695	-0.00280762	1.00061035
943730	0.00671387	-0.00170898	1.00048828
943830	0.00561523	-0.00195313	1.00061035
943930	0.00622559	-0.00317383	1.00061035
944030	0.00537109	-0.00280762	1.00061035
944130	0.00634766	-0.00268555	1.00048828
944230	0.00683594	-0.00292969	1.00061035
944330	0.00646973	-0.00317383	1.00048828
944430	0.00598145	-0.00280762	1.00061035
944530	0.00671387	-0.00329590	1.00048828
944630	0.00646973	-0.00292969	1.00061035
944730	0.00610352	-0.00183105	1.00061035
944830	0.00585938	-0.00292969	1.00036621
944930	0.00683594	-0.00280762	1.00048828
945030	0.00683594	-0.00280762	1.00048828
945130	0.00561523	-0.00329590	1.00048828
945230	0.00671387	-0.00183105	1.00024414
945330	0.00671387	-0.00268555	1.00036621
945430	0.00561523	-0.00231934	1.00048828
945530	0.00646973	-0.00195313	1.00048828
945630	0.00537109	-0.00244141	1.00048828
945730	0.00634766	-0.00207520	1.00048828
945830	0.00549316	-0.00341797	1.00061035
945930	0.00610352	-0.00305176	1.00061035
946030	0.00549316	-0.00305176	1.00048828
946130	0.00598145	-0.00305176	1.00048828
946230	0.00598145	-0.00256348	1.00012207
946330	0.00610352	-0.00305176	1.00048828
946430	0.00659180	-0.00329590	1.00048828
946530	0.00659180	-0.00268555	1.00048828
946630	0.00585938	-0.00305176	0.99938965
946730	0.00671387	-0.00244141	1.00061035
946830	0.00573730	-0.00207520	0.99987793
946930	0.00585938	-0.00341797	1.00048828
947030	0.00512695	-0.00292969	1.00048828
947130	0.00585938	-0.00317383	1.00048828
947230	0.00671387	-0.00280762	1.00024414
947330	0.00646973	-0.00280762	1.00048828
947430	0.00695801	-0.00256348	1.00036621
947530	0.00720215	-0.00354004	0.99975586
947630	0.00573730	-0.00317383	1.00036621
