2534130	0.00512695	-0.00415039	1.00048828
2534230	0.00634766	-0.00500488	0.99902344
2534330	0.00634766	-0.00415039	1.00000000
2534430	0.00634766	-0.00378418	1.00036621
2534530	0.00708008	-0.00366211	1.00048828
2534630	0.00561523	-0.00354004	0.99987793
2534730	0.00585938	-0.00305176	0.99987793
2534830	0.00634766	-0.00341797	1.00024414
2534930	0.00720215	-0.00378418	1.00012207
2535030	0.00671387	-0.00292969	1.00048828
2535130	0.00561523	-0.00402832	1.00012207
2535230	0.00622559	-0.00354004	1.00036621
2535330	0.00695801	-0.00390625	1.00024414
2535430	0.00573730	-0.00341797	1.00048828
2535530	0.00634766	-0.00354004	1.00048828
2535630	0.00634766	-0.00292969	0.99975586
2535730	0.00573730	-0.00280762	1.00048828
2535830	0.00646973	-0.00305176	1.00012207
2535930	0.00549316	-0.00476074	1.00048828
2536030	0.00585938	-0.00378418	1.00048828
2536130	0.00573730	-0.00366211	1.00036621
2536230	0.00451660	-0.00439453	1.00048828
2536330	0.00524902	-0.00329590	1.00048828
2536430	0.00500488	-0.00341797	1.00048828
2536530	0.00671387	-0.00329590	1.00048828
2536630	0.00610352	-0.00402832	1.00048828
2536730	0.00610352	-0.00341797	1.00048828
2536830	0.00622559	-0.00402832	1.00048828
2536930	0.00598145	-0.00317383	1.00048828
2537030	0.00561523	-0.00378418	1.00036621
2537130	0.00622559	-0.00292969	1.00048828
2537230	0.00695801	-0.00378418	1.00061035
2537330	0.00720215	-0.00244141	1.00048828
2537430	0.00671387	-0.00341797	1.00036621
2537530	0.00659180	-0.00122070	1.00048828
2537630	0.00683594	-0.00341797	1.00048828
2537730	0.00646973	-0.00378418	1.00048828
2537830	0.00659180	-0.00366211	1.00048828
2537930	0.00549316	-0.00439453	1.00048828
2538030	0.00451660	-0.00415039	1.00048828
2538130	0.00610352	-0.00415039	1.00048828
2538230	0.00598145	-0.00427246	1.00048828
2538330	0.00598145	-0.00402832	1.00012207
2538430	0.00622559	-0.00366211	0.99975586
2538530	0.00622559	-0.00378418	1.00048828
2538630	0.00622559	-0.00317383	1.00036621
2538730	0.00573730	-0.00366211	1.00024414
2538830	0.00683594	-0.00427246	1.00000000
2538930	0.00585938	-0.00378418	1.00036621
2539030	0.00720215	-0.00366211	1.00012207
2539130	0.00695801	-0.00378418	1.00024414
2539230	0.00695801	-0.00451660	1.00012207
2539330	0.00708008	-0.00329590	0.99975586
2539430	0.00756836	-0.00317383	0.99951172
2539530	0.00671387	-0.00268555	1.00024414
2539630	0.00793457	-0.00329590	1.00048828
2539730	0.00659180	-0.00280762	1.00036621
2539830	0.00610352	-0.00366211	1.00048828
2539930	0.00659180	-0.00354004	1.00000000
2540030	0.00598145	-0.00354004	1.00048828
